epoch,train_mse,val_mse
1,0.096923,0.048444
2,0.038386,0.039841
3,0.032219,0.034304
4,0.028739,0.030690
5,0.025685,0.028849
6,0.022482,0.026426
7,0.018690,0.022055
8,0.016086,0.018006
9,0.013519,0.016460
10,0.011324,0.014527
11,0.010248,0.012814
12,0.008881,0.011736
13,0.008393,0.011302
14,0.007960,0.013911
15,0.008133,0.012102
16,0.007073,0.012554
17,0.007696,0.011706
18,0.006739,0.011047
19,0.006494,0.011875
20,0.005998,0.009477
21,0.005854,0.009495
22,0.006056,0.011069
23,0.005129,0.010753
24,0.005304,0.008983
25,0.005112,0.010283
26,0.005835,0.009705
27,0.004671,0.009842
28,0.005429,0.008122
29,0.005488,0.009998
30,0.004872,0.009523
31,0.004328,0.008907
32,0.004872,0.007889
33,0.004755,0.009332
34,0.004509,0.008050
35,0.004297,0.008943
36,0.004941,0.010611
37,0.004285,0.008459
38,0.004392,0.009656
39,0.004395,0.009053
40,0.004649,0.008856
41,0.003628,0.008574
42,0.003740,0.007983
43,0.003490,0.007473
44,0.003185,0.008429
45,0.003379,0.008449
46,0.003387,0.007794
47,0.003444,0.008445
48,0.003806,0.008076
49,0.003248,0.007964
50,0.003579,0.007584
51,0.003108,0.009173
52,0.003234,0.008321
53,0.003138,0.009092
54,0.003263,0.008049
55,0.003024,0.007718
56,0.002922,0.007604
57,0.003370,0.007525
58,0.003265,0.009135
59,0.002835,0.007927
60,0.002909,0.008548
