step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.8333,4.777,0.0035,-13.549,0.1000,0.1687,10.5788,0.0000,124.1
20000,0.0000,0.8333,14.262,0.0064,11.530,0.1000,0.8292,2.1894,0.0000,236.2
30000,0.0000,0.6667,5.011,0.0011,-1.757,0.1000,1.3728,-3.8107,0.0000,352.9
40000,0.0000,0.6333,1.911,0.0179,7.789,0.1000,3.9768,-5.2286,0.0000,468.5
50000,0.0000,0.8667,78.160,0.1672,59.052,0.1000,5.5859,-10.8131,0.0000,579.5
60000,0.8000,0.9000,579.859,0.1209,436.236,0.1000,21.0952,-34.9618,0.0000,693.0
70000,0.9333,0.9667,701.473,0.1246,667.487,0.2015,60.6291,-123.1284,0.0000,806.1
80000,1.0000,1.0000,742.118,0.1219,726.280,0.2219,225.3282,-186.3721,0.0000,916.4
90000,1.0000,1.0000,749.936,0.1222,706.017,0.2266,62.3379,-231.8780,0.0000,1024.8
100000,0.9667,1.0000,714.232,0.1143,723.298,0.2264,98.7673,-253.5518,0.0000,1130.6
