step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4000,-31.340,0.0207,-37.799,0.1500,0.7564,12.8887,0.0000,156.6
50000,0.0000,0.7000,-19.715,0.0080,-31.590,0.1500,1.0572,12.5131,0.0000,321.7
