epoch,train_mse,val_mse
1,0.059344,0.017937
2,0.016856,0.013611
3,0.014165,0.014174
4,0.012989,0.011801
5,0.013494,0.011454
6,0.011624,0.011815
7,0.011267,0.011631
8,0.011023,0.012074
9,0.011009,0.012384
10,0.010454,0.011706
11,0.010572,0.011438
12,0.010154,0.011628
13,0.010090,0.011796
14,0.009897,0.010875
15,0.009754,0.012165
16,0.009807,0.011941
17,0.009798,0.011625
18,0.009539,0.012248
19,0.009550,0.011813
20,0.010036,0.011952
21,0.009145,0.012794
22,0.008941,0.012001
23,0.008986,0.012583
24,0.009087,0.011544
25,0.008630,0.012891
26,0.008897,0.012978
27,0.008813,0.012414
28,0.008937,0.012425
29,0.008537,0.013430
30,0.008616,0.012295
31,0.009036,0.012716
32,0.008294,0.012809
33,0.007988,0.012754
34,0.008142,0.012757
35,0.008085,0.013846
36,0.008052,0.012192
37,0.008087,0.012340
38,0.007755,0.011969
39,0.008349,0.012403
40,0.007975,0.012189
41,0.007807,0.011690
42,0.007777,0.012753
43,0.008109,0.013076
44,0.007787,0.012626
45,0.007530,0.012143
46,0.007580,0.012912
47,0.007572,0.013704
48,0.008013,0.013887
49,0.007374,0.013276
50,0.007597,0.012212
51,0.007117,0.012901
52,0.006995,0.012355
53,0.006949,0.013091
54,0.006926,0.012710
55,0.006884,0.013577
56,0.007330,0.013832
57,0.007161,0.011755
58,0.006992,0.013810
59,0.006928,0.012502
60,0.006781,0.012865
