step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.9000,27.899,0.0087,2.619,0.1500,1.8906,-3.4545,0.0000,243.8
50000,0.0000,0.6667,14.460,0.0050,29.497,0.1500,2.9451,-9.4543,0.0000,464.1
75000,0.5667,0.7667,381.808,0.0848,371.826,0.1500,46.5066,-55.1620,0.0000,675.6
100000,0.9333,1.0000,702.248,0.1156,752.790,0.2317,171.1236,-216.6771,0.0000,882.4
