epoch,train_mse,val_mse
1,0.126189,0.080619
2,0.069049,0.071650
3,0.059947,0.065535
4,0.053900,0.065966
5,0.049587,0.063887
6,0.045191,0.062967
7,0.042455,0.060721
8,0.040068,0.061561
9,0.037585,0.061867
10,0.035992,0.063824
11,0.034333,0.062413
12,0.033145,0.064792
13,0.031899,0.061476
14,0.030396,0.062846
15,0.029236,0.064154
16,0.027667,0.066344
17,0.027442,0.063463
18,0.025866,0.066115
19,0.025318,0.067820
20,0.024721,0.067831
21,0.024465,0.065738
22,0.023740,0.064640
23,0.023448,0.065664
24,0.023325,0.068546
25,0.022726,0.067782
26,0.023028,0.065589
27,0.022345,0.067402
28,0.022022,0.069246
29,0.020866,0.064185
30,0.020233,0.067717
31,0.020744,0.066521
32,0.020570,0.069019
33,0.019984,0.067636
34,0.019776,0.068782
35,0.018818,0.068744
36,0.018825,0.069260
37,0.018092,0.067495
38,0.017802,0.067895
39,0.017313,0.069554
40,0.017200,0.067828
41,0.016941,0.068153
42,0.016833,0.068345
43,0.016577,0.067554
44,0.016535,0.067348
45,0.016362,0.067903
46,0.016210,0.068199
47,0.016069,0.067843
48,0.015964,0.067702
49,0.015885,0.068084
50,0.015598,0.067416
51,0.015676,0.068665
52,0.015583,0.067613
53,0.015310,0.067487
54,0.015518,0.068976
55,0.017215,0.074085
56,0.030162,0.078446
57,0.028700,0.071842
58,0.024853,0.068051
59,0.020188,0.070887
60,0.017745,0.071647
