epoch,train_mse,val_mse
1,0.094974,0.042133
2,0.039178,0.031957
3,0.032330,0.027937
4,0.027896,0.023986
5,0.024389,0.022275
6,0.020166,0.018164
7,0.015747,0.015683
8,0.013346,0.012808
9,0.011606,0.012390
10,0.010946,0.011631
11,0.009199,0.010841
12,0.008984,0.010436
13,0.008572,0.011838
14,0.007616,0.010154
15,0.007019,0.008885
16,0.007064,0.008995
17,0.006066,0.009776
18,0.006038,0.009445
19,0.005987,0.008452
20,0.005964,0.007848
21,0.005436,0.009742
22,0.005497,0.009179
23,0.004887,0.008926
24,0.004971,0.007600
25,0.004686,0.009594
26,0.004620,0.008679
27,0.004402,0.008805
28,0.004371,0.008529
29,0.004663,0.008026
30,0.004297,0.007556
31,0.005593,0.009427
32,0.004460,0.008763
33,0.004476,0.008293
34,0.004367,0.007964
35,0.004489,0.009612
36,0.004638,0.007577
37,0.004551,0.008473
38,0.004152,0.008466
39,0.003689,0.009197
40,0.003508,0.009275
41,0.003300,0.007801
42,0.003372,0.008052
43,0.003836,0.007923
44,0.004056,0.007239
45,0.004447,0.008839
46,0.003682,0.006906
47,0.002967,0.007978
48,0.003001,0.006102
49,0.002943,0.007171
50,0.003886,0.009299
51,0.003845,0.009539
52,0.003485,0.007143
53,0.003297,0.008523
54,0.002846,0.007656
55,0.003805,0.008535
56,0.003617,0.006897
57,0.003132,0.007482
58,0.003492,0.007921
59,0.003241,0.008553
60,0.002905,0.006935
