epoch,train_mse,val_mse
1,0.061787,0.019489
2,0.017840,0.015939
3,0.015001,0.014758
4,0.013886,0.013094
5,0.012612,0.013090
6,0.012313,0.012317
7,0.012072,0.012713
8,0.011681,0.012360
9,0.011621,0.012711
10,0.010984,0.012426
11,0.010716,0.011372
12,0.010693,0.011570
13,0.010409,0.011309
14,0.010373,0.011542
15,0.010233,0.011738
16,0.010376,0.011327
17,0.010086,0.011087
18,0.009883,0.011447
19,0.009609,0.011541
20,0.009480,0.011181
21,0.009407,0.010929
22,0.009169,0.012450
23,0.009514,0.012437
24,0.009659,0.011437
25,0.009200,0.011281
26,0.008964,0.011359
27,0.009087,0.011038
28,0.008832,0.010483
29,0.008941,0.011153
30,0.008734,0.010929
31,0.008830,0.011008
32,0.008579,0.010383
33,0.008357,0.010464
34,0.008949,0.013413
35,0.008865,0.010959
36,0.008721,0.010992
37,0.008245,0.011527
38,0.008597,0.010584
39,0.008717,0.010746
40,0.008429,0.010859
41,0.008168,0.011235
42,0.008162,0.010453
43,0.008079,0.011339
44,0.008325,0.011033
45,0.008356,0.012010
46,0.008037,0.013665
47,0.008571,0.011636
48,0.007817,0.011143
49,0.008188,0.011021
50,0.007838,0.010577
51,0.007566,0.011910
52,0.008030,0.011284
53,0.008213,0.010617
54,0.007879,0.012315
55,0.007573,0.010812
56,0.007338,0.010789
57,0.007473,0.011553
58,0.007514,0.010375
59,0.007174,0.010165
60,0.007219,0.010963
