step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.5000,-26.535,0.0185,-40.237,0.1500,1.0099,15.0512,0.0000,252.9
50000,0.0000,0.5667,-10.900,0.0195,-25.770,0.1500,2.6327,13.1343,0.0000,514.8
75000,0.0000,0.8000,2.067,0.0567,-14.897,0.1500,4.8859,14.2617,0.0000,838.4
100000,0.3000,0.6667,114.985,0.0690,113.450,0.1500,14.9019,8.3800,0.0000,1187.7
125000,0.1667,0.7667,168.782,0.0987,199.534,0.1500,79.8557,-1.4718,0.0000,1538.9
150000,0.4000,0.8333,281.901,0.1122,102.969,0.1500,139.5303,-6.2637,0.0000,1899.9
175000,0.3000,0.8667,237.432,0.1200,276.115,0.1500,197.5245,-4.2536,0.0000,2272.8
200000,0.6000,0.9333,375.162,0.1348,379.653,0.1500,157.5284,-14.5798,0.0000,2631.9
225000,0.5667,0.9333,400.814,0.1146,408.012,0.1500,391.9089,-22.4425,0.0000,2991.6
250000,0.6000,0.9000,423.133,0.1245,404.153,0.1500,265.2533,-31.4214,0.0000,3344.8
275000,0.6000,0.9000,422.267,0.1320,355.674,0.1500,424.2692,-35.8324,0.0000,3698.6
300000,0.6000,0.9000,448.972,0.1435,340.820,0.1500,468.7167,-46.3621,0.0000,4050.2
