step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.2000,-59.750,0.0072,-70.994,0.0077,0.2874,23.9431,0.0000,120.1
20000,0.0000,0.6000,-35.641,0.0170,-38.363,0.0110,0.6330,27.0453,0.0000,250.9
30000,0.0000,0.5333,-29.438,0.0111,-34.822,0.0126,1.0997,23.5242,0.0000,369.5
40000,0.0000,0.6667,-21.016,0.0092,-26.967,0.0129,1.0812,21.4241,0.0000,490.2
50000,0.0000,0.8000,-13.963,0.0113,-11.813,0.0135,1.4578,19.8223,0.0000,649.0
60000,0.0000,0.9667,-3.441,0.0143,-14.408,0.0152,1.6129,18.1482,0.0000,809.5
70000,0.0000,0.8333,-1.946,0.0137,-11.827,0.0179,2.2047,16.3578,0.0000,970.6
80000,0.0000,0.8667,1.435,0.0101,3.417,0.0169,4.5461,15.3928,0.0000,1131.2
90000,0.0000,0.8667,-8.267,0.0142,-9.783,0.0171,4.1255,13.9279,0.0000,1293.8
100000,0.0000,0.8333,-1.640,0.0105,-0.764,0.0171,3.2132,13.8687,0.0000,1456.5
110000,0.0000,0.9000,5.562,0.0125,-2.419,0.0176,3.5832,13.3976,0.0000,1621.8
120000,0.0000,0.8000,1.301,0.0139,3.257,0.0180,3.0848,14.6035,0.0000,1787.5
130000,0.0000,0.9333,4.119,0.0113,1.051,0.0183,3.4909,12.3580,0.0000,1967.6
140000,0.0000,0.9333,4.538,0.0110,-7.018,0.0187,3.5060,12.3907,0.0000,2134.9
150000,0.0000,0.9000,1.653,0.0112,5.509,0.0184,7.3567,13.8499,0.0000,2300.0
160000,0.0000,0.9333,7.411,0.0106,-2.111,0.0183,3.7283,13.8832,0.0000,2460.6
170000,0.0000,0.9000,1.419,0.0121,7.981,0.0186,4.1061,14.6005,0.0000,2622.5
180000,0.0000,1.0000,9.159,0.0105,16.107,0.0175,4.2180,13.5740,0.0000,2785.7
190000,0.0000,0.7667,-4.149,0.0114,1.005,0.0177,3.7311,11.3496,0.0000,2948.4
200000,0.0000,0.8333,3.384,0.0108,-2.092,0.0184,4.4133,13.0164,0.0000,3101.3
