step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.1333,-68.389,0.0057,-73.522,0.0079,0.2610,23.3244,0.0000,120.2
20000,0.0000,0.1667,-65.046,0.0068,-61.021,0.0077,0.5743,29.3900,0.0000,249.5
30000,0.0000,0.4000,-47.635,0.0099,-47.995,0.0089,0.7621,29.4347,0.0000,367.6
40000,0.0000,0.3333,-42.008,0.0171,-39.061,0.0109,0.7782,27.9195,0.0000,486.1
50000,0.0000,0.6667,-30.400,0.0092,-36.211,0.0123,0.9963,24.6577,0.0000,640.3
60000,0.0000,0.6333,-17.436,0.0144,-17.266,0.0132,1.6343,22.3962,0.0000,798.5
70000,0.0000,0.8000,-19.442,0.0102,-11.234,0.0133,2.1722,20.5487,0.0000,958.6
80000,0.0000,0.8000,-5.413,0.0133,-16.236,0.0145,2.3963,20.2560,0.0000,1120.0
90000,0.0000,0.9000,-2.027,0.0135,-17.617,0.0161,2.6708,19.2589,0.0000,1282.1
100000,0.0000,0.8333,-8.408,0.0223,-10.386,0.0165,3.3142,17.5748,0.0000,1444.6
110000,0.0000,0.7667,-5.910,0.0368,-18.483,0.0180,4.3213,17.0700,0.0000,1605.5
120000,0.0000,0.7667,10.776,0.0478,18.033,0.0205,4.7865,16.9380,0.0000,1765.2
130000,0.0000,0.6667,8.833,0.0755,3.539,0.0208,9.1292,17.6347,0.0000,1949.2
140000,0.0000,0.7667,12.457,0.0907,-4.602,0.0216,6.7355,17.0662,0.0000,2118.3
150000,0.0000,0.7667,1.413,0.0572,21.776,0.0227,9.2382,16.1793,0.0000,2277.1
160000,0.0000,0.8000,28.090,0.1154,15.951,0.0253,10.3253,15.7733,0.0000,2435.1
170000,0.0000,0.8333,1.635,0.1012,18.950,0.0273,11.8943,15.8821,0.0000,2593.1
180000,0.0000,0.8000,22.556,0.1332,40.772,0.0280,15.9721,13.1686,0.0000,2753.8
190000,0.0000,0.7333,21.316,0.1035,27.104,0.0306,8.5313,15.7083,0.0000,2914.4
200000,0.0000,0.8667,50.261,0.1732,37.340,0.0321,10.5006,15.8901,0.0000,3069.9
