epoch,train_mse,val_mse
1,0.080600,0.040331
2,0.038061,0.036405
3,0.035587,0.034736
4,0.034012,0.033748
5,0.032972,0.033788
6,0.031989,0.033060
7,0.031227,0.032679
8,0.031139,0.033009
9,0.030352,0.032669
10,0.030063,0.032079
11,0.029241,0.032170
12,0.028663,0.032293
13,0.028554,0.031458
14,0.028106,0.031751
15,0.027606,0.032236
16,0.027629,0.032539
17,0.027007,0.032047
18,0.026389,0.031434
19,0.025849,0.030625
20,0.026120,0.031063
21,0.025981,0.032409
22,0.025478,0.030487
23,0.024797,0.031212
24,0.023910,0.031361
25,0.023683,0.031428
26,0.023474,0.032782
27,0.023387,0.033587
28,0.022900,0.031159
29,0.022331,0.030414
30,0.021775,0.030342
31,0.021735,0.030685
32,0.021393,0.030780
33,0.020601,0.030290
34,0.020159,0.031545
35,0.020129,0.031334
36,0.019934,0.030660
37,0.019483,0.030757
38,0.019072,0.031214
39,0.019576,0.031981
40,0.019184,0.029718
41,0.018628,0.032026
42,0.018078,0.029978
43,0.017737,0.029745
44,0.017558,0.032685
45,0.017409,0.030152
46,0.016667,0.029823
47,0.016597,0.030506
48,0.016616,0.029744
49,0.016345,0.029715
50,0.016155,0.031113
51,0.015623,0.031184
52,0.015782,0.030975
53,0.015738,0.030025
54,0.015167,0.031036
55,0.015348,0.029247
56,0.014820,0.029609
57,0.014795,0.030883
58,0.014401,0.030278
59,0.014124,0.030699
60,0.013963,0.029775
