step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.6333,0.9000,442.664,0.1430,-45.893,0.0030,296.7194,-2.2447,45.0000,184.4
20000,0.5667,1.0000,427.273,0.1825,265.956,0.0015,262.4346,-2.2929,40.0000,361.7
30000,0.9333,1.0000,547.302,0.1314,548.822,0.0018,175.4024,-2.3419,35.0000,534.4
40000,1.0000,1.0000,577.135,0.1327,499.961,0.0017,302.3558,-2.4430,30.0000,706.3
50000,0.9000,1.0000,538.191,0.1354,441.000,0.0015,138.9352,-2.4546,25.0000,894.3
60000,1.0000,1.0000,577.131,0.1317,435.372,0.0014,173.6765,-2.4126,20.0000,1071.0
70000,0.9667,1.0000,574.128,0.1319,539.560,0.0013,265.0015,-2.4800,15.0000,1231.7
80000,1.0000,1.0000,585.070,0.1295,544.403,0.0012,213.6331,-2.4483,10.0000,1381.6
90000,1.0000,1.0000,601.462,0.1301,516.185,0.0011,950.1385,-2.4735,5.0000,1531.1
100000,0.4333,0.8333,284.928,0.0810,241.699,0.0011,444.2413,-294.0333,0.0000,1680.5
110000,0.5000,0.9667,317.399,0.0941,408.244,0.0266,984.2167,-294.8475,0.0000,1818.9
120000,0.8000,0.9667,469.691,0.1337,521.384,0.1598,1046.4884,-259.2994,0.0000,1958.5
130000,0.7333,1.0000,494.686,0.1366,533.062,0.1352,472.3305,-260.1251,0.0000,2098.3
140000,0.7333,0.9667,514.521,0.1232,553.692,0.1270,597.0146,-236.7511,0.0000,2237.6
150000,0.7333,1.0000,524.146,0.1478,357.111,0.1243,444.5377,-230.9342,0.0000,2377.3
160000,0.5667,0.9667,423.676,0.1217,395.024,0.1173,216.0234,-231.4783,0.0000,2518.0
170000,0.6667,1.0000,463.425,0.1327,400.975,0.1181,325.9698,-240.3432,0.0000,2653.9
180000,0.7000,0.9333,460.093,0.1307,455.272,0.1159,349.9277,-232.9877,0.0000,2790.0
190000,0.5667,0.9333,411.917,0.1188,318.755,0.1159,439.9264,-236.1019,0.0000,2922.1
200000,0.7000,0.9667,475.120,0.1253,432.847,0.1157,506.1011,-247.4008,0.0000,3050.9
