step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.6667,0.8667,357.879,0.1024,188.578,0.0018,262.5458,-1.5741,50.0000,367.0
50000,0.6667,0.8000,294.221,0.0972,165.423,0.0034,329.8865,-1.3169,50.0000,800.2
75000,0.6667,0.8333,308.028,0.0978,98.704,0.0036,360.4617,-1.4098,50.0000,1296.0
100000,0.5667,0.8333,245.187,0.0892,113.042,0.0039,523.4325,-1.6236,50.0000,1798.4
