step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.0000,0.000,0.0006,0.0,0.1500,0.7679,-30.8279,0.0,286.5
50000,0.0000,0.0000,0.000,0.0002,0.0,0.1500,2.1033,-29.9770,0.0,578.9
75000,0.0000,0.0000,0.000,0.0004,0.0,0.1500,1.4498,-28.1795,0.0,872.7
100000,0.0000,0.0000,0.000,0.0000,0.0,0.1500,1.3598,-27.2136,0.0,1164.9
125000,0.0000,0.0000,0.000,0.0000,0.0,0.1500,3.2327,-23.3546,0.0,1442.3
150000,0.0000,0.0000,0.000,0.0003,0.0,0.1500,2.2958,-21.6807,0.0,1700.7
175000,0.0000,0.0000,0.000,0.0003,0.0,0.1500,2.0337,-17.3034,0.0,1934.3
200000,0.0000,0.0333,0.000,0.0013,0.0,0.1500,0.7794,-16.5923,0.0,2164.7
225000,0.0000,0.0000,0.000,0.0002,0.0,0.1500,0.1013,-16.9507,0.0,2394.4
250000,0.0000,0.0000,0.000,0.0000,0.0,0.1500,0.0673,-18.7359,0.0,2625.0
