step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.6333,1.0000,475.693,0.1687,172.819,0.0029,138.0961,-2.2063,45.0000,106.8
20000,1.0000,1.0000,579.911,0.1318,395.863,0.0018,230.5484,-2.4367,40.0000,227.1
30000,0.9667,1.0000,565.408,0.1310,529.408,0.0015,201.0856,-2.4264,35.0000,347.3
40000,0.9667,1.0000,569.370,0.1288,564.286,0.0014,410.5378,-2.4093,30.0000,467.4
50000,0.9667,1.0000,561.237,0.1281,467.568,0.0014,190.2849,-2.4143,25.0000,589.8
60000,0.9667,1.0000,564.132,0.1299,490.933,0.0014,255.1986,-2.4439,20.0000,718.8
70000,0.9667,1.0000,554.719,0.1310,544.762,0.0012,184.4712,-2.4520,15.0000,847.4
80000,0.9000,1.0000,555.394,0.1308,576.619,0.0011,314.7127,-2.4683,10.0000,975.2
90000,0.9333,1.0000,552.834,0.1308,510.124,0.0010,360.4177,-2.4618,5.0000,1102.9
100000,0.6667,0.9000,421.923,0.1254,405.002,0.0010,216.2104,-291.2935,0.0000,1230.8
110000,0.6000,0.9667,416.460,0.1421,355.094,0.0222,350.6664,-301.8586,0.0000,1347.9
120000,0.7667,1.0000,517.996,0.1377,481.556,0.1232,209.3545,-287.9564,0.0000,1463.7
130000,0.8333,1.0000,517.297,0.1349,514.625,0.1166,205.4385,-263.5440,0.0000,1579.3
140000,0.7667,0.9667,475.570,0.1346,399.644,0.1153,228.9177,-250.7727,0.0000,1694.4
150000,0.7000,0.9667,484.536,0.1352,560.831,0.1183,269.1164,-258.5841,0.0000,1808.9
160000,0.7667,1.0000,526.870,0.1323,523.737,0.1156,224.5370,-265.8528,0.0000,1924.6
170000,0.8667,1.0000,560.117,0.1453,591.733,0.1168,440.9177,-252.1097,0.0000,2040.7
180000,0.8000,1.0000,541.970,0.1354,546.129,0.1151,309.3861,-247.1093,0.0000,2157.3
190000,0.8000,0.9667,523.102,0.1290,444.372,0.1132,186.4469,-233.5566,0.0000,2277.3
