step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.7333,1.0000,532.709,0.1565,116.620,0.0030,199.6076,-2.1210,45.0000,123.9
20000,1.0000,1.0000,567.173,0.1319,411.195,0.0018,286.0229,-2.4228,40.0000,268.3
30000,0.9667,1.0000,571.100,0.1289,550.109,0.0018,290.3048,-2.3964,35.0000,408.2
40000,0.9333,1.0000,562.210,0.1308,540.466,0.0018,395.4677,-2.4139,30.0000,540.5
50000,0.9333,1.0000,550.048,0.1285,539.350,0.0016,175.3090,-2.4005,25.0000,659.0
60000,0.9667,1.0000,568.694,0.1301,552.655,0.0015,844.8505,-2.3898,20.0000,779.5
70000,0.9333,1.0000,574.926,0.1327,573.998,0.0014,210.8402,-2.4475,15.0000,898.0
80000,0.9667,1.0000,581.141,0.1310,585.449,0.0014,192.2501,-2.4280,10.0000,1017.5
90000,1.0000,1.0000,619.829,0.1284,523.871,0.0013,150.7497,-2.4433,5.0000,1134.9
100000,0.7333,0.9000,510.965,0.1410,612.905,0.0013,202.1850,-314.3288,0.0000,1252.8
110000,0.6333,0.9000,386.600,0.1220,390.519,0.0270,177.0971,-343.6030,0.0000,1359.7
120000,0.7333,0.8667,472.252,0.1186,537.464,0.1312,237.2923,-299.3177,0.0000,1466.8
130000,0.9000,1.0000,598.376,0.1316,576.284,0.1164,335.7753,-298.5046,0.0000,1573.3
140000,0.8333,0.9333,587.525,0.1262,604.070,0.1124,116.7725,-297.7015,0.0000,1681.1
150000,0.9000,1.0000,610.152,0.1345,508.295,0.1116,117.2340,-299.0453,0.0000,1789.0
160000,0.8667,1.0000,617.411,0.1337,557.028,0.1109,726.1204,-297.2445,0.0000,1896.4
170000,0.9667,1.0000,669.493,0.1304,538.354,0.1121,173.9926,-294.6715,0.0000,2004.4
180000,0.7333,1.0000,549.653,0.1362,621.323,0.1102,103.4271,-284.6549,0.0000,2111.1
190000,0.8333,1.0000,585.942,0.1333,556.412,0.1060,302.0386,-278.5847,0.0000,2219.0
200000,0.7333,0.9667,531.586,0.1277,569.931,0.1048,198.4582,-294.1223,0.0000,2314.6
