step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.8333,-7.024,0.0118,-45.376,0.5000,0.3254,-17.5670,0.0000,91.2
20000,0.0000,0.8000,1.861,0.0093,-29.999,0.5000,1.1856,-28.3677,0.0000,183.0
30000,0.0000,0.8000,1.644,0.0094,-21.205,0.5000,1.2679,-33.1480,0.0000,274.8
40000,0.0000,0.7667,10.756,0.0176,-25.726,0.5000,1.6162,-34.9856,0.0000,366.5
50000,0.0000,0.6333,-3.517,0.0038,-6.617,0.5000,2.2851,-35.3238,0.0000,459.2
60000,0.0000,0.5333,18.503,0.0514,17.887,0.5000,2.7948,-36.5032,0.0000,550.6
70000,1.0000,1.0000,698.887,0.1141,469.313,0.5000,53.7365,-55.4562,0.0000,642.6
80000,0.9000,0.9000,638.366,0.0994,700.963,0.5000,152.3695,-150.1738,0.0000,733.5
90000,1.0000,1.0000,745.113,0.1197,703.955,0.5000,177.2413,-201.5030,0.0000,823.7
100000,1.0000,1.0000,768.263,0.1236,737.700,0.5000,90.9808,-248.5064,0.0000,913.0
