epoch,train_mse,val_mse
1,0.047940,0.012116
2,0.008814,0.009028
3,0.007244,0.007770
4,0.006397,0.007517
5,0.006121,0.007664
6,0.005994,0.006810
7,0.005829,0.007089
8,0.005586,0.007446
9,0.005242,0.006656
10,0.005265,0.007123
11,0.005024,0.007679
12,0.004904,0.006982
13,0.004797,0.006474
14,0.005032,0.006988
15,0.004739,0.007531
16,0.004583,0.006797
17,0.004336,0.006585
18,0.004250,0.007268
19,0.004425,0.006784
20,0.003990,0.007043
21,0.004038,0.007051
22,0.003968,0.007561
23,0.004554,0.007688
24,0.004475,0.006575
25,0.004014,0.007544
26,0.003495,0.007002
27,0.003599,0.006485
28,0.003435,0.006713
29,0.003313,0.007617
30,0.003282,0.006750
31,0.003180,0.006348
32,0.003569,0.006716
33,0.003279,0.006800
34,0.003286,0.008074
35,0.003331,0.006988
36,0.003122,0.007132
37,0.003412,0.007405
38,0.003165,0.007305
39,0.002972,0.007055
40,0.002972,0.008182
41,0.002770,0.007070
42,0.002759,0.006923
43,0.002406,0.006782
44,0.002400,0.007128
45,0.002280,0.007266
46,0.002694,0.007028
47,0.002340,0.007008
48,0.002165,0.006742
49,0.002073,0.006959
50,0.001998,0.006912
51,0.001961,0.007240
52,0.001901,0.007746
53,0.002107,0.007891
54,0.002198,0.007295
55,0.002031,0.007301
56,0.002006,0.007040
57,0.001782,0.007185
58,0.001898,0.007295
59,0.001691,0.007219
60,0.002046,0.008863
