epoch,train_mse,val_mse
1,0.086863,0.037352
2,0.037120,0.027876
3,0.030445,0.025569
4,0.025327,0.019979
5,0.019262,0.015802
6,0.015213,0.012730
7,0.012003,0.011705
8,0.010921,0.011292
9,0.009689,0.012404
10,0.009084,0.010033
11,0.008309,0.009941
12,0.007751,0.009538
13,0.008173,0.009427
14,0.007627,0.008952
15,0.006702,0.009441
16,0.006718,0.010301
17,0.007451,0.009059
18,0.007046,0.009016
19,0.006406,0.007784
20,0.006048,0.009264
21,0.005990,0.008246
22,0.005929,0.007650
23,0.005817,0.008151
24,0.005383,0.008387
25,0.005591,0.008629
26,0.005503,0.008271
27,0.005427,0.008168
28,0.005545,0.007418
29,0.005500,0.007534
30,0.005413,0.008547
31,0.005704,0.007625
32,0.005328,0.006533
33,0.005240,0.006385
34,0.004703,0.008221
35,0.004067,0.006239
36,0.003874,0.006122
37,0.004127,0.006789
38,0.004165,0.006774
39,0.004146,0.006073
40,0.003939,0.006645
41,0.003734,0.006232
42,0.003688,0.006342
43,0.003878,0.006558
44,0.003949,0.008323
45,0.004110,0.005810
46,0.003652,0.006139
47,0.003459,0.005716
48,0.003650,0.007123
49,0.004158,0.006300
50,0.003339,0.006679
51,0.003675,0.005897
52,0.003173,0.006394
53,0.003304,0.006035
54,0.003438,0.006904
55,0.003346,0.006818
56,0.004329,0.006895
57,0.004038,0.007136
58,0.004685,0.007091
59,0.004320,0.006731
60,0.003548,0.008538
