step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.6333,-20.053,0.0085,-23.753,0.0193,0.1411,15.7649,0.0000,242.8
20000,0.0000,0.7667,8.346,0.0077,-4.516,0.0372,1.5308,7.6954,0.0000,440.6
30000,0.0000,0.7000,12.149,0.0076,-3.822,0.0437,1.1815,2.2851,0.0000,620.3
40000,0.0000,0.9000,17.860,0.0092,22.471,0.0504,2.0616,-0.9057,0.0000,786.8
50000,0.0000,0.9000,24.176,0.0080,20.621,0.0522,2.7721,-2.2989,0.0000,948.9
60000,0.0000,0.7667,7.204,0.0079,12.938,0.0516,2.1122,-4.0090,0.0000,1113.7
70000,0.0000,0.8667,21.446,0.0089,25.252,0.0509,2.8882,-4.3657,0.0000,1280.3
80000,0.0000,0.8333,26.573,0.0085,12.972,0.0506,2.7332,-5.1366,0.0000,1448.5
90000,0.0000,0.9333,23.505,0.0072,10.372,0.0513,2.9925,-6.0697,0.0000,1623.6
100000,0.0000,0.9667,38.272,0.0072,13.242,0.0521,3.3842,-4.2262,0.0000,1790.8
