step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.9667,58.202,0.0309,42.057,0.1500,2.6996,-6.1904,0.0000,295.0
50000,0.9667,1.0000,711.511,0.1262,694.586,0.2353,103.3253,-172.3856,0.0000,553.1
75000,0.9667,1.0000,736.634,0.1280,737.206,0.2426,63.8902,-276.7983,0.0000,809.1
100000,1.0000,1.0000,760.959,0.1283,749.734,0.2005,49.4312,-325.0360,0.0000,1072.1
