epoch,train_mse,val_mse
1,0.083103,0.044148
2,0.039632,0.042005
3,0.037945,0.039897
4,0.036139,0.040340
5,0.035238,0.038269
6,0.034080,0.037331
7,0.033724,0.037733
8,0.032652,0.036947
9,0.032237,0.037188
10,0.031758,0.036534
11,0.031091,0.035450
12,0.030375,0.035750
13,0.030018,0.035090
14,0.029746,0.035428
15,0.029313,0.034745
16,0.028893,0.034766
17,0.028181,0.034597
18,0.027977,0.034590
19,0.027105,0.034443
20,0.026640,0.032312
21,0.026658,0.034228
22,0.025627,0.033359
23,0.025537,0.033250
24,0.025240,0.032786
25,0.024613,0.032626
26,0.023950,0.033500
27,0.023376,0.033224
28,0.023561,0.031771
29,0.022931,0.032476
30,0.022638,0.031433
31,0.022328,0.032244
32,0.021816,0.031894
33,0.021944,0.031091
34,0.021408,0.032117
35,0.021008,0.031700
36,0.021009,0.032256
37,0.020736,0.031448
38,0.019779,0.030714
39,0.019821,0.031102
40,0.019581,0.031792
41,0.019078,0.029816
42,0.018901,0.031762
43,0.018703,0.029705
44,0.018385,0.031818
45,0.018405,0.029643
46,0.017702,0.029243
47,0.017741,0.029973
48,0.017884,0.028860
49,0.017387,0.028761
50,0.016881,0.029596
51,0.016543,0.028203
52,0.016232,0.028770
53,0.016290,0.033544
54,0.016075,0.029461
55,0.015919,0.028683
56,0.016022,0.030840
57,0.015886,0.029770
58,0.015248,0.027777
59,0.015081,0.029553
60,0.015157,0.029001
