epoch,train_mse,val_mse
1,0.068060,0.027600
2,0.023404,0.024420
3,0.021885,0.023987
4,0.020974,0.023561
5,0.020243,0.022878
6,0.019772,0.022528
7,0.019396,0.023482
8,0.019374,0.022509
9,0.019023,0.022537
10,0.018955,0.022873
11,0.018828,0.023113
12,0.018380,0.022704
13,0.018597,0.022658
14,0.018228,0.022959
15,0.017953,0.022035
16,0.017729,0.022840
17,0.017718,0.022515
18,0.017936,0.022177
19,0.017473,0.021936
20,0.017806,0.021934
21,0.017623,0.021669
22,0.016986,0.023166
23,0.016995,0.022328
24,0.017119,0.022147
25,0.016802,0.022430
26,0.017087,0.022818
27,0.016890,0.022321
28,0.016592,0.022808
29,0.016969,0.022473
30,0.016782,0.022588
31,0.016315,0.023036
32,0.016033,0.023067
33,0.016160,0.022534
34,0.015846,0.022542
35,0.015531,0.023312
36,0.015720,0.023296
37,0.015991,0.022821
38,0.015991,0.025698
39,0.016584,0.022548
40,0.015538,0.024105
41,0.015641,0.023127
42,0.014991,0.022649
43,0.014916,0.022829
44,0.014653,0.023357
45,0.015326,0.023450
46,0.014855,0.024155
47,0.015889,0.022279
48,0.014501,0.023466
49,0.014448,0.023571
50,0.014498,0.025422
51,0.014674,0.024988
52,0.014702,0.024269
53,0.014027,0.024952
54,0.013804,0.024358
55,0.014214,0.026748
56,0.014144,0.024690
57,0.013829,0.023560
58,0.014148,0.022893
59,0.013687,0.023832
60,0.013597,0.023550
