step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,1.0000,1.0000,586.089,0.1271,-53.594,0.0037,1446.4868,-2.4216,45.0000,126.7
20000,1.0000,1.0000,607.703,0.1250,-57.916,0.0016,1615.5681,-2.4340,40.0000,270.2
30000,1.0000,1.0000,572.280,0.1283,15.482,0.0016,674.2437,-2.4113,35.0000,412.6
40000,1.0000,1.0000,583.080,0.1268,315.978,0.0013,201.8799,-2.1940,30.0000,552.5
50000,1.0000,1.0000,585.662,0.1280,480.977,0.0020,214.5430,-2.4333,25.0000,670.7
60000,1.0000,1.0000,570.226,0.1265,581.572,0.0018,237.3700,-2.4103,20.0000,789.1
70000,1.0000,1.0000,589.651,0.1282,714.862,0.0015,82.9994,-2.4738,15.0000,905.8
80000,1.0000,1.0000,603.302,0.1271,737.348,0.0013,83.8597,-2.4790,10.0000,1022.9
90000,1.0000,1.0000,565.493,0.1244,734.201,0.0011,138.7373,-2.4811,5.0000,1141.0
100000,0.7000,1.0000,559.993,0.1391,741.782,0.0010,72.5116,-327.1815,0.0000,1252.1
110000,1.0000,1.0000,756.123,0.1263,762.080,0.0232,64.4576,-358.7697,0.0000,1357.7
120000,1.0000,1.0000,773.493,0.1299,783.726,0.1107,80.4297,-357.9222,0.0000,1461.8
130000,1.0000,1.0000,781.934,0.1315,775.638,0.0988,56.1463,-344.2931,0.0000,1564.8
140000,1.0000,1.0000,778.001,0.1270,784.124,0.0918,46.0020,-350.2150,0.0000,1667.3
150000,1.0000,1.0000,790.238,0.1323,772.213,0.0902,36.7339,-352.1798,0.0000,1769.7
160000,1.0000,1.0000,788.072,0.1262,778.500,0.0907,63.3540,-345.6608,0.0000,1874.0
170000,1.0000,1.0000,784.682,0.1273,790.735,0.0871,31.8409,-351.4728,0.0000,1977.8
180000,1.0000,1.0000,792.446,0.1288,787.371,0.0858,34.1479,-364.9042,0.0000,2081.0
190000,1.0000,1.0000,795.948,0.1286,787.904,0.0822,28.5490,-367.6778,0.0000,2183.7
200000,1.0000,1.0000,792.386,0.1300,796.750,0.0771,27.1432,-370.9076,0.0000,2287.2
