step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.5000,-30.355,0.0096,-45.749,0.1500,1.1495,15.1259,0.0000,306.3
50000,0.0000,0.4667,-17.939,0.0067,-36.357,0.1500,2.0705,15.2991,0.0000,606.1
75000,0.0000,0.5000,-21.666,0.0073,-23.662,0.1500,2.3744,15.8108,0.0000,890.0
100000,0.0000,0.6000,-14.573,0.0139,-39.078,0.1500,2.5858,16.7390,0.0000,1197.0
125000,0.0000,0.7667,-2.183,0.0142,-29.628,0.1500,2.6296,15.6821,0.0000,1493.8
150000,0.0000,0.7333,-7.919,0.0462,-12.249,0.1500,4.2329,15.9680,0.0000,1798.1
175000,0.1667,0.7000,93.321,0.0816,-1.948,0.1500,9.9250,15.1622,0.0000,2096.9
200000,0.4333,0.8667,303.706,0.1298,136.474,0.1500,89.1037,9.2539,0.0000,2393.3
225000,0.4000,0.9000,279.103,0.1187,195.103,0.1500,116.8087,-4.0931,0.0000,2692.2
250000,0.3333,0.8333,202.541,0.0957,224.653,0.1500,320.6344,-10.0745,0.0000,2995.0
275000,0.5333,0.9000,368.352,0.1276,342.877,0.1500,180.4006,-9.0923,0.0000,3299.1
300000,0.5667,0.9000,401.022,0.1334,261.703,0.1500,216.1032,-11.4269,0.0000,3603.4
