step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
50000,0.0000,0.7000,-15.971,0.0174,-31.547,0.1500,2.7383,14.3340,0.0000,579.8
100000,0.3667,0.7667,228.044,0.0886,149.041,0.1500,100.0910,-6.9310,0.0000,1125.7
150000,0.5333,0.9000,345.075,0.1159,292.763,0.1500,223.5608,-40.5719,0.0000,1651.7
200000,0.6000,0.9667,414.418,0.1462,327.445,0.1500,333.2489,-54.7693,0.0000,2098.8
250000,0.6000,0.9000,409.362,0.1325,535.722,0.1500,367.6738,-47.5640,0.0000,2551.3
300000,0.6333,1.0000,495.326,0.1355,492.911,0.1556,489.3498,-74.2130,0.0000,3011.9
350000,0.6333,1.0000,517.361,0.1532,535.754,0.1651,365.9592,-76.8136,0.0000,3473.3
400000,0.7333,1.0000,558.892,0.1483,575.725,0.1662,545.1492,-88.3777,0.0000,3943.1
450000,0.8000,0.9667,548.898,0.1328,493.618,0.1777,563.2734,-108.9272,0.0000,4406.0
500000,0.7333,1.0000,497.805,0.1293,481.771,0.1998,547.0946,-111.2354,0.0000,4865.2
550000,0.7667,1.0000,534.159,0.1325,526.660,0.1967,687.7427,-146.6403,0.0000,5330.7
600000,0.7667,1.0000,504.082,0.1335,549.526,0.1964,619.2911,-146.9973,0.0000,5789.2
