epoch,train_mse,val_mse
1,0.060828,0.015782
2,0.014464,0.012987
3,0.013162,0.012766
4,0.012685,0.012202
5,0.012689,0.012044
6,0.011891,0.011529
7,0.011815,0.011615
8,0.011572,0.012110
9,0.011600,0.011120
10,0.011402,0.011640
11,0.011353,0.011901
12,0.011169,0.011222
13,0.011266,0.011311
14,0.011123,0.011541
15,0.011095,0.011394
16,0.011217,0.010867
17,0.011295,0.010425
18,0.011164,0.011472
19,0.011109,0.010876
20,0.011009,0.011047
21,0.011009,0.010395
22,0.010869,0.010791
23,0.010862,0.011077
24,0.010755,0.010784
25,0.010855,0.010519
26,0.010831,0.011087
27,0.010665,0.010989
28,0.010964,0.010169
29,0.010650,0.011108
30,0.010866,0.012145
31,0.010585,0.011014
32,0.010769,0.012783
33,0.010605,0.012258
34,0.010806,0.010429
35,0.010814,0.011213
36,0.010702,0.011025
37,0.010627,0.010750
38,0.010418,0.011117
39,0.010285,0.011508
40,0.010257,0.010225
41,0.010144,0.010769
42,0.010191,0.010705
43,0.010271,0.010490
44,0.010027,0.010380
45,0.010219,0.010846
46,0.010324,0.011223
47,0.010085,0.011081
48,0.009967,0.012004
49,0.009858,0.011849
50,0.009830,0.011717
51,0.009864,0.011705
52,0.010028,0.010131
53,0.009864,0.010106
54,0.009808,0.010530
55,0.009875,0.011044
56,0.009618,0.011014
57,0.009734,0.010695
58,0.009522,0.010678
59,0.009461,0.011416
60,0.009461,0.012032
