step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.0000,0.000,0.0002,0.0,0.1500,1.4789,-29.3215,0.0,285.8
50000,0.0000,0.0333,0.000,0.0002,0.0,0.1500,1.9206,-33.1204,0.0,578.7
75000,0.0000,0.0000,0.000,0.0000,0.0,0.1500,3.2786,-33.6845,0.0,871.6
100000,0.0000,0.0000,0.000,0.0000,0.0,0.1500,4.3014,-28.3748,0.0,1164.1
125000,0.0000,0.0333,0.000,0.0004,0.0,0.1500,2.2597,-27.6840,0.0,1439.9
150000,0.0000,0.0333,0.000,0.0010,0.0,0.1500,1.5137,-23.1560,0.0,1696.9
175000,0.0000,0.0333,0.000,0.0008,0.0,0.1500,1.0114,-19.0519,0.0,1929.4
200000,0.0000,0.0000,0.000,0.0000,0.0,0.1500,0.4374,-16.8351,0.0,2159.3
225000,0.0000,0.0000,0.000,0.0000,0.0,0.1500,0.1447,-15.9089,0.0,2389.3
250000,0.0000,0.0000,0.000,0.0000,0.0,0.1500,0.0190,-18.1613,0.0,2621.0
