epoch,train_mse,val_mse
1,0.075299,0.035334
2,0.027279,0.030362
3,0.021538,0.026042
4,0.018759,0.025486
5,0.017153,0.025686
6,0.015618,0.024306
7,0.014739,0.024918
8,0.013291,0.024330
9,0.012518,0.024033
10,0.012450,0.024465
11,0.011102,0.023137
12,0.010385,0.024047
13,0.009655,0.023324
14,0.009683,0.022672
15,0.009898,0.024769
16,0.008844,0.024386
17,0.007905,0.023613
18,0.007930,0.024560
19,0.007333,0.025050
20,0.007125,0.023749
21,0.006685,0.024531
22,0.006622,0.026363
23,0.006056,0.023917
24,0.007205,0.025489
25,0.006276,0.025668
26,0.005494,0.025253
27,0.004973,0.025240
28,0.004710,0.025642
29,0.004769,0.023998
30,0.004856,0.026369
31,0.004638,0.025179
32,0.004643,0.024553
33,0.005278,0.024249
34,0.005983,0.023106
35,0.005503,0.024947
36,0.006990,0.024592
37,0.005740,0.025558
38,0.004241,0.024444
39,0.003993,0.023585
40,0.003885,0.023941
41,0.003831,0.023613
42,0.003835,0.023203
43,0.003594,0.022901
44,0.003535,0.022791
45,0.003485,0.023155
46,0.003449,0.022793
47,0.003417,0.022984
48,0.003382,0.022979
49,0.003379,0.023206
50,0.003338,0.022915
51,0.003284,0.022770
52,0.003279,0.023023
53,0.003211,0.023054
54,0.003215,0.022703
55,0.003346,0.023826
56,0.003137,0.023402
57,0.003841,0.022544
58,0.010318,0.024247
59,0.008833,0.026701
60,0.007442,0.025440
