step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1500,0.0000,0.0000,-78.452,0.0008,-87.911,0.3000,0.0432,0.0136,0.0,163.2
3000,0.0000,0.0000,-76.483,0.0101,-86.181,0.3000,0.1551,0.5417,0.0,323.4
4500,0.0000,0.0000,-72.214,0.0037,-83.796,0.3000,0.1971,0.9101,0.0,485.5
6000,0.0000,0.0312,-65.219,0.0021,-82.409,0.3000,0.3740,1.3667,0.0,645.5
7500,0.0000,0.0312,-57.587,0.0031,-80.686,0.3000,0.5856,1.2647,0.0,811.5
9000,0.0000,0.0000,-53.577,0.0035,-73.694,0.3000,0.5161,2.0115,0.0,978.1
10500,0.0000,0.0625,-50.822,0.0045,-79.222,0.3000,0.6587,1.9085,0.0,1147.4
12000,0.0000,0.0625,-49.495,0.0031,-76.843,0.3000,0.5944,1.9429,0.0,1319.9
13500,0.0000,0.0312,-46.483,0.0041,-71.765,0.3000,1.0292,2.1932,0.0,1491.6
15000,0.0000,0.0312,-45.981,0.0021,-76.168,0.3000,1.0569,2.3384,0.0,1655.2
