step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.2667,-40.310,0.0074,-52.415,0.1500,0.5208,13.6616,0.0000,113.3
20000,0.0000,0.5333,-18.717,0.0307,-38.640,0.1500,1.4526,14.3612,0.0000,223.1
30000,0.0000,0.5000,-19.630,0.0082,-31.642,0.1500,1.8004,14.6568,0.0000,343.7
40000,0.0000,0.5667,-21.079,0.0163,-35.567,0.1500,2.3847,14.6774,0.0000,464.0
50000,0.0000,0.7000,-15.971,0.0174,-31.547,0.1500,2.7383,14.3340,0.0000,589.1
60000,0.0667,0.7333,18.200,0.0301,13.524,0.1500,2.7491,15.4028,0.0000,707.8
70000,0.1667,0.7333,103.496,0.0727,28.233,0.1500,8.7075,13.5926,0.0000,826.3
80000,0.2000,0.8333,142.446,0.1266,54.139,0.1500,23.2612,3.7506,0.0000,937.3
90000,0.2667,0.5000,96.690,0.0671,176.559,0.1500,67.3213,-10.7187,0.0000,1052.3
100000,0.3667,0.7667,228.044,0.0886,149.041,0.1500,100.0910,-6.9310,0.0000,1172.0
