step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.9667,1.0000,570.079,0.1323,189.099,0.0028,172.6983,-1.7016,45.0000,123.1
20000,0.9333,1.0000,564.628,0.1291,522.064,0.0022,223.6569,-2.3309,40.0000,265.0
30000,0.9667,1.0000,551.561,0.1285,543.415,0.0018,222.4781,-2.4062,35.0000,404.9
40000,0.9667,1.0000,595.351,0.1308,486.116,0.0015,314.7655,-2.4234,30.0000,531.9
50000,1.0000,1.0000,575.633,0.1288,560.832,0.0015,268.7064,-2.4167,25.0000,649.4
60000,1.0000,1.0000,569.503,0.1287,504.493,0.0013,183.0795,-2.3774,20.0000,767.9
70000,0.9333,1.0000,577.102,0.1289,567.871,0.0012,146.6400,-2.4708,15.0000,884.6
80000,0.9667,1.0000,587.872,0.1292,584.256,0.0011,125.8287,-2.4454,10.0000,1002.6
90000,0.9333,1.0000,600.289,0.1282,547.487,0.0010,160.1152,-2.4576,5.0000,1118.3
100000,0.1667,0.9333,148.920,0.0942,254.830,0.0010,131.2082,-318.5759,0.0000,1236.5
110000,0.7667,0.9667,446.650,0.1306,392.353,0.0224,167.9735,-336.3140,0.0000,1344.0
120000,0.9667,1.0000,581.615,0.1352,559.992,0.1404,249.2126,-298.7762,0.0000,1450.9
130000,0.9333,0.9667,606.042,0.1274,603.408,0.1319,154.0535,-292.6831,0.0000,1556.6
140000,0.9000,0.9333,585.986,0.1192,646.646,0.1283,140.6537,-280.6453,0.0000,1663.3
150000,0.7667,1.0000,604.779,0.1424,584.307,0.1203,125.7407,-277.2025,0.0000,1770.1
160000,0.8333,1.0000,584.015,0.1330,515.373,0.1116,119.0361,-297.0398,0.0000,1876.3
170000,0.9000,1.0000,621.973,0.1324,609.242,0.1100,125.4335,-296.5992,0.0000,1982.6
180000,0.9000,1.0000,639.770,0.1393,595.798,0.1036,157.4823,-303.1644,0.0000,2088.5
190000,0.8333,1.0000,601.457,0.1322,475.199,0.1017,964.7605,-295.5958,0.0000,2195.7
200000,0.7667,1.0000,592.705,0.1334,534.700,0.0970,160.8753,-313.5435,0.0000,2288.0
