step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
1000,0.0566,0.0703,-25.856,0.0086,-64.819,0.0200,1.0837,nan,0.0,121.5
2000,0.0059,0.0098,-59.406,0.0012,-72.639,0.0200,11.6374,nan,0.0,242.1
3000,0.0000,0.0020,-66.358,0.0004,-75.242,0.0200,10.1249,nan,0.0,362.2
4000,0.4590,0.6504,103.711,0.0916,-37.298,0.0136,25.0132,-1.0532,0.0,488.1
