epoch,train_mse,val_mse
1,0.069708,0.038527
2,0.026499,0.030515
3,0.020616,0.030190
4,0.018489,0.028805
5,0.016127,0.028489
6,0.015251,0.026655
7,0.014711,0.027242
8,0.013659,0.027440
9,0.012215,0.026364
10,0.011525,0.026842
11,0.010722,0.027537
12,0.010180,0.026578
13,0.009600,0.027523
14,0.009535,0.028095
15,0.009314,0.030245
16,0.008743,0.030534
17,0.008283,0.030270
18,0.007598,0.030307
19,0.007142,0.029039
20,0.006592,0.028525
21,0.006496,0.028960
22,0.005869,0.028441
23,0.005711,0.029381
24,0.006479,0.029247
25,0.006524,0.033850
26,0.006688,0.030967
27,0.008030,0.030937
28,0.006553,0.029143
29,0.005785,0.029329
30,0.005257,0.029804
31,0.005161,0.029265
32,0.005010,0.029299
33,0.004650,0.029740
34,0.004480,0.029255
35,0.004340,0.029162
36,0.004365,0.029445
37,0.004222,0.028811
38,0.004126,0.029447
39,0.004273,0.028782
40,0.004184,0.029247
41,0.003945,0.029549
42,0.004039,0.029634
43,0.003909,0.028791
44,0.004557,0.031788
45,0.007438,0.031995
46,0.008335,0.032290
47,0.006145,0.030908
48,0.005680,0.031762
49,0.005965,0.032702
50,0.004872,0.033333
51,0.004828,0.031141
52,0.004074,0.030274
53,0.003948,0.030810
54,0.004038,0.030663
55,0.004413,0.031229
56,0.004075,0.031139
57,0.004350,0.030427
58,0.004868,0.030057
59,0.004249,0.030679
60,0.004168,0.030785
