step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7000,-5.153,0.0158,-23.306,0.1000,0.2858,8.4521,0.0000,123.6
20000,0.0667,0.6667,66.995,0.0901,40.250,0.1000,4.6458,-2.9993,0.0000,232.2
30000,0.7000,0.9000,508.502,0.1132,469.789,0.1236,34.7483,-70.2875,0.0000,342.9
40000,0.8667,0.9667,627.552,0.1263,629.074,0.2163,58.5799,-149.8548,0.0000,454.5
50000,0.8667,1.0000,645.697,0.1317,676.561,0.2676,58.6179,-215.2242,0.0000,562.2
60000,0.9667,1.0000,707.800,0.1296,604.303,0.2947,61.2481,-245.9051,0.0000,672.7
70000,0.9667,1.0000,726.924,0.1282,729.104,0.2793,64.2678,-264.1758,0.0000,781.2
80000,0.9667,1.0000,731.510,0.1269,746.575,0.2753,46.2240,-280.4019,0.0000,893.7
90000,1.0000,1.0000,759.219,0.1269,740.761,0.2663,51.9869,-302.5640,0.0000,998.8
100000,1.0000,1.0000,756.014,0.1278,724.926,0.2453,55.8301,-310.5330,0.0000,1103.9
