step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.9000,1.0000,559.839,0.1448,144.589,0.0028,179.9350,-1.9965,45.0000,123.0
20000,0.9667,1.0000,588.231,0.1300,431.308,0.0019,370.8491,-2.4137,40.0000,265.0
30000,0.9667,1.0000,577.202,0.1296,475.512,0.0020,222.6092,-2.4208,35.0000,404.5
40000,1.0000,1.0000,593.109,0.1296,544.054,0.0018,186.4733,-2.3573,30.0000,533.2
50000,1.0000,1.0000,582.169,0.1299,503.922,0.0018,152.2687,-2.4202,25.0000,648.0
60000,1.0000,1.0000,568.551,0.1315,568.436,0.0016,203.0814,-2.4227,20.0000,763.6
70000,0.9667,1.0000,587.592,0.1308,535.671,0.0015,146.7632,-2.4726,15.0000,878.7
80000,0.9333,1.0000,575.546,0.1293,530.789,0.0014,108.5891,-2.4731,10.0000,993.9
90000,1.0000,1.0000,595.656,0.1312,565.263,0.0013,144.8269,-2.4714,5.0000,1108.5
100000,0.5333,0.9667,334.682,0.1647,432.484,0.0012,177.6577,-314.1601,0.0000,1224.8
110000,0.7000,0.9000,406.372,0.1096,214.239,0.0274,164.8852,-338.1606,0.0000,1331.0
120000,0.8000,1.0000,493.309,0.1381,508.010,0.1522,556.5765,-291.9221,0.0000,1436.3
130000,0.9000,1.0000,587.979,0.1311,531.580,0.1415,282.0327,-271.3450,0.0000,1541.7
140000,0.9000,0.9667,538.052,0.1251,525.153,0.1347,179.5627,-269.3575,0.0000,1646.9
150000,0.9333,1.0000,615.942,0.1371,515.088,0.1295,1372.9290,-255.4937,0.0000,1752.7
160000,0.9333,1.0000,630.226,0.1307,580.268,0.1233,148.2752,-258.0061,0.0000,1858.3
170000,0.8667,1.0000,607.310,0.1414,610.151,0.1204,289.5812,-266.4526,0.0000,1964.3
180000,0.8333,1.0000,574.643,0.1397,576.211,0.1132,203.1200,-269.2146,0.0000,2070.0
190000,0.8333,1.0000,582.924,0.1365,551.047,0.1119,223.6330,-284.9810,0.0000,2176.6
200000,0.9667,1.0000,635.828,0.1313,580.949,0.1100,248.1512,-291.5229,0.0000,2275.0
