epoch,train_mse,val_mse
1,0.083946,0.034401
2,0.035316,0.027243
3,0.029600,0.025717
4,0.024698,0.018248
5,0.018470,0.014982
6,0.014169,0.011489
7,0.010986,0.010659
8,0.009989,0.010410
9,0.008777,0.010522
10,0.008533,0.009216
11,0.007905,0.009431
12,0.007791,0.008915
13,0.007256,0.009331
14,0.007188,0.008990
15,0.006456,0.008472
16,0.006338,0.009433
17,0.007019,0.008629
18,0.006194,0.009001
19,0.006441,0.007521
20,0.005865,0.009800
21,0.005677,0.008224
22,0.006023,0.009171
23,0.005548,0.009193
24,0.005599,0.008878
25,0.005323,0.009039
26,0.005388,0.008921
27,0.005318,0.008610
28,0.005127,0.008649
29,0.004842,0.008683
30,0.005198,0.008464
31,0.005353,0.007914
32,0.005066,0.009177
33,0.006411,0.010008
34,0.005551,0.008560
35,0.004873,0.008655
36,0.005008,0.008273
37,0.005221,0.007909
38,0.004844,0.008905
39,0.005058,0.007296
40,0.004881,0.008094
41,0.004261,0.008394
42,0.003932,0.008595
43,0.004002,0.008542
44,0.004756,0.008850
45,0.004433,0.008188
46,0.004288,0.008771
47,0.004011,0.008847
48,0.004186,0.009059
49,0.004000,0.008389
50,0.004199,0.009251
51,0.004445,0.008826
52,0.004303,0.008330
53,0.004235,0.008487
54,0.004131,0.008819
55,0.003964,0.008835
56,0.003963,0.008928
57,0.004271,0.009369
58,0.005115,0.008374
59,0.004594,0.008665
60,0.004254,0.010104
