step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.6000,-33.179,0.0086,-29.417,0.0129,0.9548,25.2788,0.0000,349.2
50000,0.0000,0.7667,-8.883,0.0086,-16.626,0.0162,1.4605,18.1131,0.0000,695.0
75000,0.0000,0.9333,3.161,0.0089,-1.021,0.0182,3.2228,14.8763,0.0000,1046.2
100000,0.0000,0.9333,1.174,0.0119,-5.596,0.0171,3.2803,14.2394,0.0000,1392.1
125000,0.0000,0.9000,0.231,0.0138,-3.707,0.0172,4.3709,13.8157,0.0000,1737.3
150000,0.0000,0.9333,-3.540,0.0079,0.292,0.0171,3.4485,13.8686,0.0000,2082.2
175000,0.0000,0.9000,15.468,0.0096,0.536,0.0171,3.3416,12.7806,0.0000,2432.3
200000,0.0000,0.9333,11.892,0.0101,26.765,0.0174,3.9816,13.7606,0.0000,2772.8
225000,0.0000,0.9333,17.528,0.0088,4.794,0.0161,5.7268,13.3668,0.0000,3112.1
250000,0.0000,0.9667,10.659,0.0090,12.794,0.0161,4.6119,12.7878,0.0000,3457.5
275000,0.0000,0.8667,5.291,0.0072,0.640,0.0158,8.6094,13.1975,0.0000,3799.8
300000,0.0000,1.0000,15.984,0.0096,-2.370,0.0160,4.2925,12.4177,0.0000,4140.9
