step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.3667,-40.011,0.0075,-43.665,0.0113,0.7141,23.6619,0.0000,304.1
50000,0.0000,0.6333,-21.861,0.0201,-34.319,0.0124,1.0306,21.5381,0.0000,612.0
75000,0.0000,0.7333,-27.021,0.0310,-29.862,0.0141,2.6424,19.3010,0.0000,924.3
100000,0.0000,0.6000,-24.678,0.0329,-29.128,0.0149,4.0436,19.6424,0.0000,1231.1
125000,0.0000,0.7333,-24.992,0.0304,-20.173,0.0165,5.5659,19.7226,0.0000,1533.5
150000,0.0000,0.6333,-14.650,0.0408,-16.000,0.0159,5.9822,20.4269,0.0000,1836.2
175000,0.0333,0.7000,-2.911,0.0440,10.699,0.0185,8.6808,22.3094,0.0000,2137.4
200000,0.0333,0.5333,-7.983,0.0355,26.037,0.0221,17.4918,21.5678,0.0000,2452.3
225000,0.0333,0.4667,9.337,0.0565,-33.766,0.0227,30.3553,22.4933,0.0000,2768.5
250000,0.0333,0.6000,-8.347,0.0641,15.155,0.0249,18.7431,21.8681,0.0000,3084.6
275000,0.0667,0.5667,1.501,0.0442,-5.539,0.0280,42.3174,19.8305,0.0000,3404.4
300000,0.1000,0.6000,13.315,0.0423,-11.417,0.0311,34.4918,20.2278,0.0000,3718.7
