step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.4000,-31.722,0.0247,-34.557,0.0500,2.1723,22.4675,0.0000,328.3
50000,0.0000,0.5000,-36.181,0.0187,-32.514,0.0500,6.0006,21.4743,0.0000,655.5
75000,0.0000,0.6333,-17.459,0.0371,-36.642,0.0500,4.9894,20.7564,0.0000,986.9
100000,0.0000,0.5333,-22.322,0.0387,-18.992,0.0500,6.7146,21.0239,0.0000,1308.4
125000,0.0000,0.6000,-16.031,0.0533,-29.904,0.0500,22.4518,20.8096,0.0000,1627.6
150000,0.0333,0.5000,-3.234,0.0492,-15.231,0.0500,31.3321,21.1554,0.0000,1949.4
175000,0.0333,0.6667,-7.113,0.0711,-27.777,0.0500,26.0283,23.8206,0.0000,2279.1
200000,0.0000,0.5667,-16.906,0.0460,-2.717,0.0500,21.3919,23.8955,0.0000,2599.4
225000,0.1000,0.5333,31.094,0.0509,40.152,0.0500,45.4054,17.2309,0.0000,2897.9
250000,0.0333,0.7333,54.691,0.0915,44.740,0.0500,68.2465,13.4678,0.0000,3176.6
275000,0.1000,0.6333,47.493,0.0732,54.804,0.0500,58.5273,18.5020,0.0000,3474.8
300000,0.2000,0.6667,104.711,0.0901,117.495,0.0500,56.4011,14.3301,0.0000,3770.8
