step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
25000,0.0000,0.6667,-22.354,0.0074,-30.270,0.0500,1.6595,20.1845,0.0000,325.4
50000,0.0000,0.6333,-19.577,0.0084,-18.076,0.0500,2.3267,19.4626,0.0000,653.9
75000,0.0000,0.8000,-11.779,0.0093,-16.039,0.0500,2.7662,18.1779,0.0000,990.6
100000,0.0000,0.9000,-6.031,0.0165,-26.253,0.0500,2.9376,18.9194,0.0000,1315.6
125000,0.0000,0.8667,-4.648,0.0144,-1.718,0.0500,7.7133,19.2024,0.0000,1640.6
150000,0.0000,0.9000,-1.048,0.0126,-12.066,0.0500,4.3724,19.7619,0.0000,1970.1
175000,0.0000,0.8667,-7.331,0.0329,-8.590,0.0500,6.3015,21.0317,0.0000,2307.4
200000,0.0000,0.9333,16.132,0.0268,9.580,0.0500,13.6827,19.1564,0.0000,2631.4
225000,0.0667,0.9667,105.901,0.1555,128.216,0.0500,23.5357,14.5789,0.0000,2933.4
250000,0.4333,0.9000,344.013,0.1429,418.884,0.0794,166.2504,-16.6773,0.0000,3214.0
275000,0.5000,0.9333,314.601,0.1255,339.270,0.1038,260.9040,-29.0671,0.0000,3511.2
300000,0.6667,0.9667,486.357,0.1289,441.483,0.1216,218.8146,-40.5426,0.0000,3809.0
