step,success_rate,grasp_rate,mean_return,mean_max_lift,train_return,alpha,critic_loss,actor_loss,bc_coef,wall_seconds
10000,0.0000,0.7667,-4.487,0.0104,-26.750,0.3000,0.1563,-5.6885,0.0000,124.6
20000,0.5667,0.8667,382.979,0.0649,193.725,0.3000,6.8860,-19.1353,0.0000,233.1
30000,0.9333,0.9333,663.495,0.1284,586.172,0.3000,42.6079,-130.5648,0.0000,344.6
40000,0.9000,0.9000,655.633,0.1220,699.601,0.3000,77.8084,-204.8337,0.0000,458.1
50000,1.0000,1.0000,725.150,0.1287,671.184,0.3000,104.5730,-261.3881,0.0000,567.4
60000,0.9333,1.0000,682.376,0.1353,615.550,0.3000,74.2378,-280.4964,0.0000,680.2
70000,1.0000,1.0000,748.895,0.1275,702.629,0.3000,54.0771,-311.7196,0.0000,791.4
80000,1.0000,1.0000,753.141,0.1267,733.714,0.3000,58.8205,-311.1698,0.0000,904.5
90000,0.9667,0.9667,729.359,0.1288,710.744,0.3000,78.5009,-325.5063,0.0000,1013.6
100000,0.9667,0.9667,721.574,0.1259,750.716,0.3000,59.5684,-335.3051,0.0000,1120.6
